Id,Category
0,6
1,0
2,0
3,6
4,4
5,0
6,6
7,9
8,8
9,1
10,6
11,3
12,1
13,8
14,0
15,4
16,0
17,8
18,7
19,7
20,6
21,7
22,0
23,4
24,0
25,6
26,4
27,4
28,4
29,2
30,5
31,4
32,7
33,9
34,4
35,4
36,9
37,4
38,1
39,4
40,2
41,3
42,7
43,4
44,0
45,4
46,8
47,1
48,9
49,0
50,5
51,2
52,9
53,6
54,8
55,8
56,4
57,2
58,4
59,0
60,0
61,7
62,4
63,8
64,8
65,8
66,1
67,2
68,6
69,7
70,9
71,6
72,9
73,4
74,8
75,0
76,3
77,0
78,1
79,8
80,8
81,5
82,1
83,7
84,0
85,4
86,5
87,4
88,4
89,4
90,0
91,6
92,4
93,7
94,9
95,8
96,4
97,3
98,0
99,3
100,4
101,9
102,0
103,9
104,0
105,0
106,7
107,0
108,9
109,3
110,0
111,4
112,4
113,1
114,9
115,9
116,7
117,8
118,3
119,5
120,4
121,9
122,8
123,6
124,8
125,4
126,4
127,4
128,5
129,5
130,3
131,7
132,4
133,7
134,4
135,0
136,9
137,4
138,1
139,3
140,6
141,8
142,6
143,9
144,4
145,0
146,8
147,2
148,3
149,6
150,7
151,6
152,8
153,2
154,6
155,4
156,9
157,6
158,7
159,6
160,7
161,4
162,4
163,6
164,9
165,1
166,7
167,1
168,7
169,8
170,8
171,4
172,7
173,0
174,4
175,6
176,7
177,5
178,6
179,6
180,6
181,4
182,2
183,5
184,7
185,0
186,8
187,1
188,8
189,6
190,9
191,0
192,4
193,3
194,4
195,5
196,0
197,4
198,9
199,5
200,4
201,1
202,1
203,0
204,1
205,4
206,7
207,7
208,6
209,1
210,9
211,4
212,9
213,9
214,9
215,4
216,2
217,3
218,4
219,1
220,6
221,0
222,0
223,4
224,4
225,6
226,6
227,7
228,6
229,0
230,0
231,6
232,0
233,8
234,5
235,0
236,9
237,8
238,0
239,8
240,4
241,6
242,5
243,0
244,9
245,8
246,7
247,4
248,3
249,4
250,3
251,3
252,9
253,7
254,4
255,9
256,4
257,9
258,3
259,4
260,9
261,4
262,8
263,2
264,1
265,4
266,4
267,4
268,1
269,7
270,8
271,8
272,1
273,1
274,8
275,7
276,4
277,6
278,0
279,6
280,4
281,5
282,4
283,6
284,9
285,0
286,0
287,4
288,8
289,3
290,4
291,6
292,6
293,3
294,0
295,7
296,7
297,0
298,4
299,5
300,5
301,9
302,5
303,2
304,2
305,7
306,8
307,6
308,6
309,7
310,2
311,7
312,4
313,5
314,4
315,4
316,5
317,0
318,4
319,7
320,8
321,4
322,8
323,4
324,8
325,6
326,7
327,0
328,7
329,8
330,1
331,4
332,7
333,8
334,6
335,5
336,7
337,1
338,2
339,8
340,0
341,9
342,0
343,4
344,3
345,0
346,6
347,5
348,4
349,0
350,9
351,0
352,4
353,3
354,1
355,0
356,6
357,9
