Id,Category
0,6
1,0
2,0
3,6
4,4
5,1
6,6
7,9
8,0
9,1
10,6
11,3
12,5
13,0
14,0
15,3
16,0
17,8
18,7
19,7
20,6
21,1
22,0
23,4
24,0
25,3
26,4
27,4
28,4
29,0
30,1
31,4
32,2
33,2
34,4
35,4
36,9
37,4
38,1
39,4
40,2
41,3
42,7
43,4
44,0
45,4
46,8
47,1
48,9
49,0
50,5
51,2
52,2
53,6
54,0
55,8
56,4
57,2
58,4
59,0
60,4
61,1
62,4
63,8
64,8
65,8
66,1
67,2
68,6
69,7
70,9
71,6
72,2
73,4
74,0
75,0
76,3
77,0
78,1
79,8
80,8
81,5
82,1
83,7
84,9
85,4
86,5
87,3
88,7
89,4
90,0
91,4
92,1
93,4
94,9
95,3
96,4
97,3
98,0
99,3
100,4
101,9
102,0
103,8
104,0
105,0
106,7
107,5
108,0
109,3
110,0
111,4
112,4
113,1
114,2
115,9
116,1
117,9
118,3
119,5
120,4
121,9
122,0
123,6
124,8
125,4
126,4
127,4
128,5
129,5
130,3
131,7
132,4
133,7
134,1
135,0
136,9
137,4
138,1
139,3
140,6
141,0
142,6
143,9
144,4
145,0
146,0
147,2
148,3
149,6
150,4
151,6
152,8
153,2
154,5
155,4
156,9
157,4
158,7
159,6
160,7
161,4
162,4
163,6
164,2
165,1
166,1
167,1
168,4
169,8
170,8
171,4
172,7
173,9
174,4
175,4
176,1
177,5
178,6
179,6
180,6
181,4
182,2
183,5
184,5
185,1
186,8
187,5
188,8
189,2
190,2
191,0
192,4
193,3
194,4
195,5
196,0
197,4
198,2
199,1
200,5
201,1
202,1
203,0
204,1
205,4
206,7
207,1
208,6
209,1
210,9
211,4
212,2
213,2
214,2
215,4
216,2
217,6
218,4
219,1
220,4
221,0
222,0
223,1
224,4
225,6
226,6
227,4
228,6
229,0
230,0
231,6
232,0
233,9
234,5
235,0
236,2
237,9
238,1
239,8
240,4
241,6
242,5
243,0
244,9
245,0
246,7
247,4
248,3
249,4
250,3
251,5
252,2
253,7
254,4
255,9
256,5
257,9
258,3
259,4
260,9
261,5
262,8
263,2
264,1
265,4
266,4
267,4
268,1
269,4
270,8
271,8
272,5
273,1
274,9
275,5
276,4
277,6
278,0
279,4
280,4
281,5
282,4
283,6
284,2
285,0
286,0
287,3
288,0
289,2
290,4
291,6
292,4
293,3
294,0
295,4
296,7
297,0
298,4
299,5
300,5
301,0
302,5
303,2
304,2
305,7
306,8
307,6
308,3
309,7
310,2
311,7
312,4
313,5
314,4
315,4
316,5
317,0
318,5
319,5
320,0
321,4
322,9
323,3
324,8
325,4
326,7
327,0
328,4
329,9
330,1
331,4
332,7
333,8
334,6
335,3
336,7
337,5
338,2
339,8
340,0
341,9
342,0
343,4
344,3
345,5
346,6
347,7
348,4
349,8
350,9
351,0
352,4
353,3
354,1
355,0
356,6
357,9
