Id,Category
0,6
1,9
2,0
3,6
4,4
5,1
6,3
7,1
8,0
9,1
10,6
11,3
12,5
13,0
14,0
15,5
16,0
17,8
18,7
19,7
20,7
21,1
22,0
23,4
24,0
25,3
26,4
27,4
28,4
29,2
30,7
31,4
32,9
33,2
34,4
35,4
36,9
37,4
38,7
39,4
40,2
41,3
42,7
43,7
44,0
45,7
46,8
47,1
48,9
49,0
50,5
51,0
52,9
53,7
54,0
55,8
56,4
57,2
58,4
59,0
60,4
61,1
62,7
63,8
64,8
65,9
66,1
67,2
68,6
69,7
70,9
71,6
72,2
73,4
74,0
75,9
76,3
77,0
78,1
79,8
80,8
81,5
82,1
83,4
84,9
85,4
86,5
87,3
88,7
89,4
90,0
91,4
92,7
93,7
94,9
95,8
96,5
97,3
98,0
99,3
100,4
101,9
102,0
103,8
104,0
105,0
106,7
107,5
108,2
109,5
110,0
111,4
112,4
113,1
114,2
115,9
116,4
117,0
118,3
119,7
120,4
121,9
122,0
123,6
124,0
125,4
126,4
127,7
128,5
129,5
130,3
131,7
132,4
133,7
134,1
135,0
136,9
137,4
138,1
139,3
140,6
141,0
142,6
143,9
144,4
145,8
146,0
147,0
148,3
149,6
150,4
151,6
152,8
153,2
154,5
155,4
156,9
157,4
158,7
159,6
160,1
161,4
162,7
163,6
164,9
165,1
166,1
167,1
168,4
169,9
170,8
171,4
172,7
173,9
174,4
175,4
176,1
177,5
178,6
179,6
180,6
181,4
182,6
183,5
184,7
185,1
186,9
187,5
188,8
189,6
190,9
191,0
192,4
193,3
194,4
195,5
196,0
197,4
198,2
199,1
200,7
201,1
202,1
203,0
204,3
205,4
206,7
207,7
208,6
209,1
210,9
211,4
212,9
213,9
214,9
215,3
216,2
217,6
218,4
219,1
220,6
221,0
222,0
223,1
224,4
225,6
226,6
227,4
228,4
229,8
230,0
231,6
232,0
233,0
234,5
235,0
236,9
237,8
238,1
239,8
240,5
241,5
242,7
243,0
244,9
245,0
246,7
247,4
248,3
249,4
250,3
251,7
252,2
253,7
254,4
255,9
256,6
257,9
258,3
259,4
260,9
261,4
262,8
